Organisation,Date,Open Repositories,Top License,Top Language
NHSDigital,2022-11-10,152,MIT License,Python
NHSDigital,2022-11-16,153,MIT License,Python
NHSDigital,2022-11-19,154,MIT License,Python
NHSDigital,2022-11-21,155,MIT License,Python
NHSDigital,2022-12-01,156,MIT License,Python
NHSDigital,2022-12-12,157,MIT License,Python
NHSDigital,2022-12-17,158,MIT License,Python
NHSDigital,2023-01-06,159,MIT License,Python
NHSDigital,2023-01-10,160,MIT License,Python
NHSDigital,2023-01-11,162,MIT License,Python
NHSDigital,2023-02-02,163,MIT License,Python
NHSDigital,2023-02-10,164,MIT License,Python
NHSDigital,2023-02-14,165,MIT License,Python
NHSDigital,2023-02-21,167,MIT License,Python
NHSDigital,2023-02-27,168,MIT License,Python
NHSDigital,2023-03-09,169,MIT License,Python
NHSDigital,2023-03-10,170,MIT License,Python
NHSDigital,2023-03-14,171,MIT License,Python
NHSDigital,2023-03-17,172,MIT License,Python
NHSDigital,2023-03-21,174,MIT License,Python
NHSDigital,2023-03-27,175,MIT License,Python
NHSDigital,2023-03-29,176,MIT License,Python
NHSDigital,2023-04-04,177,MIT License,Python
NHSDigital,2023-04-14,178,MIT License,Python
NHSDigital,2023-04-17,180,MIT License,Python
NHSDigital,2023-04-18,181,MIT License,Python
NHSDigital,2023-05-05,182,MIT License,Python
NHSDigital,2023-05-06,182,MIT License,Python
nice-digital,2011-06-01,1,MIT License,C#
nice-digital,2012-03-23,2,MIT License,C#
nice-digital,2014-08-27,3,MIT License,JavaScript
nice-digital,2014-09-15,4,MIT License,JavaScript
nice-digital,2015-01-27,5,MIT License,JavaScript
nice-digital,2015-02-03,6,MIT License,Shell
nice-digital,2015-04-07,7,MIT License,Shell
nice-digital,2015-09-18,8,The Unlicense,Shell
nice-digital,2015-10-05,10,The Unlicense,JavaScript
nice-digital,2016-02-26,11,The Unlicense,JavaScript
nice-digital,2016-04-26,12,The Unlicense,JavaScript
nice-digital,2016-05-24,13,The Unlicense,JavaScript
nice-digital,2016-07-18,14,The Unlicense,JavaScript
nice-digital,2016-07-19,15,The Unlicense,JavaScript
nice-digital,2016-09-22,16,The Unlicense,JavaScript
nice-digital,2017-07-07,17,The Unlicense,JavaScript
nice-digital,2017-07-18,18,MIT License,JavaScript
nice-digital,2017-10-10,19,MIT License,JavaScript
nice-digital,2017-10-16,21,MIT License,JavaScript
nice-digital,2017-12-14,22,MIT License,JavaScript
nice-digital,2018-02-05,23,MIT License,JavaScript
nice-digital,2018-03-23,24,MIT License,JavaScript
nice-digital,2018-07-17,25,MIT License,JavaScript
nice-digital,2018-07-24,26,MIT License,JavaScript
nice-digital,2018-11-23,27,MIT License,JavaScript
nice-digital,2018-12-07,28,MIT License,JavaScript
nice-digital,2019-01-02,29,MIT License,JavaScript
nice-digital,2019-01-09,30,MIT License,JavaScript
nice-digital,2019-01-29,31,MIT License,JavaScript
nice-digital,2019-02-05,33,MIT License,JavaScript
nice-digital,2019-04-10,34,MIT License,JavaScript
nice-digital,2019-05-13,35,MIT License,JavaScript
nice-digital,2019-08-22,36,MIT License,JavaScript
nice-digital,2019-09-03,37,MIT License,JavaScript
nice-digital,2019-10-15,38,MIT License,JavaScript
nice-digital,2019-11-04,39,MIT License,JavaScript
nice-digital,2020-01-03,40,MIT License,JavaScript
nice-digital,2020-02-28,41,MIT License,JavaScript
nice-digital,2020-05-11,42,MIT License,JavaScript
nice-digital,2020-06-30,43,MIT License,JavaScript
nice-digital,2020-08-19,44,MIT License,JavaScript
nice-digital,2020-10-15,45,MIT License,JavaScript
nice-digital,2020-11-04,46,MIT License,JavaScript
nice-digital,2020-11-10,47,MIT License,JavaScript
nice-digital,2021-03-02,48,MIT License,JavaScript
nice-digital,2021-06-16,49,MIT License,JavaScript
nice-digital,2021-06-24,50,MIT License,JavaScript
nice-digital,2021-07-15,51,MIT License,JavaScript
nice-digital,2021-07-28,52,MIT License,JavaScript
nice-digital,2021-12-07,53,MIT License,JavaScript
nice-digital,2021-12-15,54,MIT License,JavaScript
nice-digital,2022-05-06,55,MIT License,JavaScript
nice-digital,2022-05-31,56,MIT License,JavaScript
nice-digital,2022-08-03,57,MIT License,JavaScript
nice-digital,2023-05-06,57,MIT License,JavaScript
