Organisation,Date,Open Repositories,Top License,Top Language
HFAnalyticsLab,2021-03-31,36,MIT License,R
HFAnalyticsLab,2021-04-19,37,MIT License,R
HFAnalyticsLab,2021-08-18,38,MIT License,R
HFAnalyticsLab,2021-11-09,39,MIT License,R
HFAnalyticsLab,2021-11-22,40,MIT License,R
HFAnalyticsLab,2021-12-09,41,MIT License,R
HFAnalyticsLab,2021-12-15,42,MIT License,R
HFAnalyticsLab,2022-01-05,43,MIT License,R
HFAnalyticsLab,2022-01-17,44,MIT License,R
HFAnalyticsLab,2022-02-25,46,MIT License,R
HFAnalyticsLab,2022-03-04,47,MIT License,R
HFAnalyticsLab,2022-04-20,52,MIT License,R
HFAnalyticsLab,2022-05-11,53,MIT License,R
HFAnalyticsLab,2022-05-26,54,MIT License,R
HFAnalyticsLab,2022-08-02,55,MIT License,R
HFAnalyticsLab,2022-09-27,56,MIT License,R
HFAnalyticsLab,2022-11-30,57,MIT License,R
HFAnalyticsLab,2023-02-27,58,MIT License,R
HFAnalyticsLab,2023-02-28,59,MIT License,R
HFAnalyticsLab,2023-05-06,59,MIT License,R
opensafely-core,2020-03-27,1,Other,Python
opensafely-core,2020-03-31,2,Other,Python
opensafely-core,2020-05-25,3,Other,Python
opensafely-core,2020-06-07,5,Other,Python
opensafely-core,2020-07-30,6,Other,Python
opensafely-core,2020-08-17,7,Other,Python
opensafely-core,2020-08-20,8,Other,Python
opensafely-core,2020-09-02,9,Other,Python
opensafely-core,2020-09-04,10,Other,Python
opensafely-core,2020-09-15,11,Other,Python
opensafely-core,2020-10-01,12,Other,Python
opensafely-core,2020-10-14,13,Other,Python
opensafely-core,2020-10-22,14,Other,Python
opensafely-core,2020-11-02,15,Other,Python
opensafely-core,2020-11-10,16,Other,Python
opensafely-core,2020-11-19,17,Other,Python
opensafely-core,2020-11-23,18,Other,Python
opensafely-core,2020-12-15,19,Other,Python
opensafely-core,2021-01-19,20,Other,Python
opensafely-core,2021-01-20,21,Other,Python
opensafely-core,2021-02-02,22,Other,Python
opensafely-core,2021-02-11,23,Other,Python
opensafely-core,2021-03-12,24,Other,Python
opensafely-core,2021-03-29,25,Other,Python
opensafely-core,2021-05-21,26,Other,Python
opensafely-core,2021-05-27,27,Other,Python
opensafely-core,2021-06-17,28,Other,Python
opensafely-core,2021-06-21,29,Other,Python
opensafely-core,2021-06-24,30,Other,Python
opensafely-core,2021-07-08,31,Other,Python
opensafely-core,2021-07-16,32,Other,Python
opensafely-core,2021-07-19,33,Other,Python
opensafely-core,2021-07-28,34,Other,Python
opensafely-core,2021-08-20,35,Other,Python
opensafely-core,2021-11-11,36,Other,Python
opensafely-core,2021-11-29,37,Other,Python
opensafely-core,2021-12-20,38,Other,Python
opensafely-core,2022-01-11,39,Other,Python
opensafely-core,2022-02-24,40,Other,Python
opensafely-core,2022-04-07,41,Other,Python
opensafely-core,2022-05-19,42,Other,Python
opensafely-core,2022-07-18,43,Other,Python
opensafely-core,2022-07-21,44,Other,Python
opensafely-core,2022-08-22,45,Other,Python
opensafely-core,2022-12-02,46,Other,Python
opensafely-core,2022-12-23,47,Other,Python
opensafely-core,2023-01-09,48,Other,Python
opensafely-core,2023-02-02,49,Other,Python
opensafely-core,2023-04-24,50,Other,Python
opensafely-core,2023-05-06,50,Other,Python
nhsuk,2015-08-06,1,MIT License,Python
nhsuk,2015-08-24,2,MIT License,HTML
nhsuk,2015-11-26,3,MIT License,HTML
nhsuk,2016-01-26,4,MIT License,HTML
nhsuk,2016-01-27,6,MIT License,HTML
nhsuk,2016-01-28,7,MIT License,HTML
nhsuk,2016-03-23,8,MIT License,HTML
nhsuk,2016-05-10,9,MIT License,HTML
nhsuk,2016-05-24,10,MIT License,JavaScript
nhsuk,2016-06-19,11,MIT License,HTML
nhsuk,2016-07-13,12,MIT License,HTML
nhsuk,2016-07-14,13,MIT License,JavaScript
nhsuk,2016-07-28,14,MIT License,JavaScript
nhsuk,2016-08-05,16,MIT License,JavaScript
nhsuk,2016-08-30,17,MIT License,JavaScript
nhsuk,2016-09-07,19,MIT License,JavaScript
nhsuk,2016-09-23,20,MIT License,HTML
nhsuk,2016-09-27,21,MIT License,HTML
nhsuk,2016-10-07,22,MIT License,HTML
nhsuk,2016-10-20,23,MIT License,HTML
nhsuk,2016-10-24,24,MIT License,HTML
nhsuk,2016-11-01,25,MIT License,HTML
nhsuk,2016-11-04,26,MIT License,HTML
nhsuk,2016-11-07,27,MIT License,HTML
nhsuk,2016-11-14,28,MIT License,HTML
nhsuk,2016-11-15,30,MIT License,HTML
nhsuk,2016-11-16,31,MIT License,HTML
nhsuk,2016-12-09,32,MIT License,HTML
nhsuk,2017-01-10,33,MIT License,HTML
nhsuk,2017-01-11,34,MIT License,HTML
nhsuk,2017-01-12,35,MIT License,HTML
nhsuk,2017-01-15,36,MIT License,HTML
nhsuk,2017-01-18,38,MIT License,HTML
nhsuk,2017-01-25,40,MIT License,HTML
nhsuk,2017-02-02,41,MIT License,HTML
nhsuk,2017-02-07,42,MIT License,HTML
nhsuk,2017-02-09,43,MIT License,HTML
nhsuk,2017-02-13,44,MIT License,HTML
nhsuk,2017-02-15,45,MIT License,JavaScript
nhsuk,2017-02-16,46,MIT License,JavaScript
nhsuk,2017-03-07,47,MIT License,JavaScript
nhsuk,2017-03-08,48,MIT License,JavaScript
nhsuk,2017-03-22,49,MIT License,JavaScript
nhsuk,2017-03-23,50,MIT License,JavaScript
nhsuk,2017-04-10,51,MIT License,JavaScript
nhsuk,2017-05-04,52,MIT License,JavaScript
nhsuk,2017-06-06,53,MIT License,JavaScript
nhsuk,2017-06-07,54,MIT License,JavaScript
nhsuk,2017-06-13,55,MIT License,JavaScript
nhsuk,2017-06-16,56,MIT License,JavaScript
nhsuk,2017-06-20,57,MIT License,JavaScript
nhsuk,2017-06-26,58,MIT License,JavaScript
nhsuk,2017-06-27,59,MIT License,JavaScript
nhsuk,2017-06-28,60,MIT License,JavaScript
nhsuk,2017-07-24,61,MIT License,JavaScript
nhsuk,2017-08-16,62,MIT License,JavaScript
nhsuk,2017-08-17,63,MIT License,JavaScript
nhsuk,2017-08-31,64,MIT License,JavaScript
nhsuk,2017-09-14,65,MIT License,JavaScript
nhsuk,2017-10-05,67,MIT License,JavaScript
nhsuk,2017-10-17,68,MIT License,JavaScript
nhsuk,2017-10-25,69,MIT License,JavaScript
nhsuk,2017-11-17,70,MIT License,JavaScript
nhsuk,2017-11-20,71,MIT License,JavaScript
nhsuk,2017-12-12,72,MIT License,JavaScript
nhsuk,2017-12-14,73,MIT License,JavaScript
nhsuk,2018-01-29,74,MIT License,JavaScript
nhsuk,2018-02-16,75,MIT License,JavaScript
nhsuk,2018-02-28,76,MIT License,JavaScript
nhsuk,2018-03-12,77,MIT License,JavaScript
nhsuk,2018-03-14,78,MIT License,JavaScript
nhsuk,2018-03-21,79,MIT License,JavaScript
nhsuk,2018-03-22,80,MIT License,JavaScript
nhsuk,2018-03-23,81,MIT License,JavaScript
nhsuk,2018-04-05,82,MIT License,JavaScript
nhsuk,2018-06-13,83,MIT License,JavaScript
nhsuk,2018-08-22,84,MIT License,JavaScript
nhsuk,2018-10-24,85,MIT License,JavaScript
nhsuk,2018-10-26,86,MIT License,JavaScript
nhsuk,2018-11-06,87,MIT License,JavaScript
nhsuk,2018-11-26,88,MIT License,JavaScript
nhsuk,2018-11-30,89,MIT License,JavaScript
nhsuk,2018-12-12,90,MIT License,JavaScript
nhsuk,2018-12-18,91,MIT License,JavaScript
nhsuk,2018-12-20,92,MIT License,JavaScript
nhsuk,2019-01-09,93,MIT License,JavaScript
nhsuk,2019-01-17,94,MIT License,JavaScript
nhsuk,2019-02-12,95,MIT License,JavaScript
nhsuk,2019-02-14,96,MIT License,JavaScript
nhsuk,2019-02-19,97,MIT License,JavaScript
nhsuk,2019-03-05,99,MIT License,JavaScript
nhsuk,2019-03-19,100,MIT License,JavaScript
nhsuk,2019-05-14,101,MIT License,JavaScript
nhsuk,2019-05-16,102,MIT License,JavaScript
nhsuk,2019-05-21,103,MIT License,JavaScript
nhsuk,2019-05-23,104,MIT License,JavaScript
nhsuk,2019-08-07,105,MIT License,JavaScript
nhsuk,2019-08-27,106,MIT License,JavaScript
nhsuk,2019-09-11,107,MIT License,JavaScript
nhsuk,2019-09-30,108,MIT License,JavaScript
nhsuk,2019-10-02,109,MIT License,JavaScript
nhsuk,2019-10-07,110,MIT License,JavaScript
nhsuk,2019-10-17,111,MIT License,JavaScript
nhsuk,2019-11-07,112,MIT License,JavaScript
nhsuk,2019-11-20,113,MIT License,JavaScript
nhsuk,2019-12-17,114,MIT License,JavaScript
nhsuk,2019-12-18,115,MIT License,JavaScript
nhsuk,2020-01-21,116,MIT License,JavaScript
nhsuk,2020-02-12,117,MIT License,JavaScript
nhsuk,2020-02-18,119,MIT License,JavaScript
nhsuk,2020-03-06,120,MIT License,JavaScript
nhsuk,2020-03-10,121,MIT License,JavaScript
nhsuk,2020-03-11,122,MIT License,JavaScript
nhsuk,2020-03-16,123,MIT License,JavaScript
nhsuk,2020-03-18,124,MIT License,JavaScript
nhsuk,2020-03-26,125,MIT License,JavaScript
nhsuk,2020-04-08,127,MIT License,JavaScript
nhsuk,2020-04-09,128,MIT License,JavaScript
nhsuk,2020-04-16,129,MIT License,JavaScript
nhsuk,2020-04-21,130,MIT License,JavaScript
nhsuk,2020-05-06,131,MIT License,JavaScript
nhsuk,2020-05-20,132,MIT License,JavaScript
nhsuk,2020-06-16,133,MIT License,JavaScript
nhsuk,2020-06-27,134,MIT License,JavaScript
nhsuk,2020-07-03,135,MIT License,JavaScript
nhsuk,2020-07-27,136,MIT License,HTML
nhsuk,2020-07-28,137,MIT License,HTML
nhsuk,2020-07-30,138,MIT License,HTML
nhsuk,2020-08-07,139,MIT License,HTML
nhsuk,2020-09-10,140,MIT License,HTML
nhsuk,2020-11-24,141,MIT License,HTML
nhsuk,2020-12-11,142,MIT License,HTML
nhsuk,2020-12-15,143,MIT License,HTML
nhsuk,2021-01-28,144,MIT License,HTML
nhsuk,2021-02-09,145,MIT License,HTML
nhsuk,2021-03-02,146,MIT License,HTML
nhsuk,2021-03-03,147,MIT License,HTML
nhsuk,2021-03-08,148,MIT License,HTML
nhsuk,2021-04-13,149,MIT License,HTML
nhsuk,2021-04-30,150,MIT License,HTML
nhsuk,2021-05-07,151,MIT License,HTML
nhsuk,2021-05-25,152,MIT License,HTML
nhsuk,2021-06-14,153,MIT License,HTML
nhsuk,2021-06-28,154,MIT License,HTML
nhsuk,2021-07-05,155,MIT License,HTML
nhsuk,2021-07-15,156,MIT License,HTML
nhsuk,2021-10-15,157,MIT License,HTML
nhsuk,2021-12-06,158,MIT License,HTML
nhsuk,2021-12-08,159,MIT License,HTML
nhsuk,2022-01-14,160,MIT License,HTML
nhsuk,2022-02-21,161,MIT License,HTML
nhsuk,2022-03-29,162,MIT License,HTML
nhsuk,2022-08-02,163,MIT License,HTML
nhsuk,2022-09-07,164,MIT License,HTML
nhsuk,2022-09-16,165,MIT License,HTML
nhsuk,2022-09-29,166,MIT License,HTML
nhsuk,2022-10-05,168,MIT License,HTML
nhsuk,2022-10-31,169,MIT License,HTML
nhsuk,2022-11-10,170,MIT License,HTML
nhsuk,2023-01-03,171,MIT License,HTML
nhsuk,2023-02-06,172,MIT License,HTML
nhsuk,2023-02-07,173,MIT License,HTML
nhsuk,2023-05-06,173,MIT License,HTML
Nottingham-and-Nottinghamshire-ICS,2020-05-08,1,GNU General Public License v3.0,R
Nottingham-and-Nottinghamshire-ICS,2020-12-09,2,MIT License,R
Nottingham-and-Nottinghamshire-ICS,2022-06-29,3,MIT License,R
Nottingham-and-Nottinghamshire-ICS,2022-07-01,4,MIT License,R
Nottingham-and-Nottinghamshire-ICS,2023-05-06,4,MIT License,R
BHFDSC,2021-02-17,1,Apache License 2.0,Python
BHFDSC,2021-02-18,2,Apache License 2.0,Python
BHFDSC,2021-02-23,3,Apache License 2.0,R
BHFDSC,2021-03-18,5,Apache License 2.0,R
BHFDSC,2021-03-31,6,Apache License 2.0,R
BHFDSC,2021-04-29,7,Apache License 2.0,R
BHFDSC,2021-05-20,8,Apache License 2.0,Python
BHFDSC,2021-05-24,9,Apache License 2.0,Python
BHFDSC,2021-06-03,10,Apache License 2.0,Python
BHFDSC,2021-06-21,11,Apache License 2.0,Python
BHFDSC,2021-08-05,12,Apache License 2.0,Python
BHFDSC,2021-08-06,13,Apache License 2.0,Python
BHFDSC,2021-09-16,14,Apache License 2.0,Python
BHFDSC,2021-10-07,16,Apache License 2.0,Python
BHFDSC,2021-10-20,17,Apache License 2.0,Python
BHFDSC,2021-10-25,18,Apache License 2.0,Python
BHFDSC,2021-10-26,19,Apache License 2.0,Python
BHFDSC,2021-11-18,21,Apache License 2.0,Python
BHFDSC,2021-11-29,23,Apache License 2.0,Python
BHFDSC,2021-12-02,24,Apache License 2.0,Python
BHFDSC,2022-02-10,27,Apache License 2.0,Python
BHFDSC,2022-02-14,28,Apache License 2.0,Python
BHFDSC,2022-07-12,29,Apache License 2.0,Python
BHFDSC,2022-07-19,30,Apache License 2.0,Python
BHFDSC,2023-05-06,30,Apache License 2.0,Python
nhsx,2019-03-22,1,MIT License,HTML
nhsx,2019-03-28,2,MIT License,HTML
nhsx,2019-05-29,3,MIT License,HTML
nhsx,2019-06-26,4,MIT License,HTML
nhsx,2019-07-15,5,MIT License,HTML
nhsx,2020-03-10,6,MIT License,JavaScript
nhsx,2020-03-19,7,MIT License,HTML
nhsx,2020-03-30,8,MIT License,HTML
nhsx,2020-04-02,9,MIT License,HTML
nhsx,2020-05-14,10,MIT License,HTML
nhsx,2020-09-20,11,MIT License,HTML
nhsx,2020-09-25,12,MIT License,HTML
nhsx,2020-10-27,13,MIT License,HTML
nhsx,2020-12-03,14,MIT License,Python
nhsx,2020-12-14,15,MIT License,Python
nhsx,2021-02-16,16,MIT License,Python
nhsx,2021-03-04,17,MIT License,Python
nhsx,2021-03-22,18,MIT License,Python
nhsx,2021-03-24,19,MIT License,Python
nhsx,2021-03-26,20,MIT License,Python
nhsx,2021-04-08,21,MIT License,Python
nhsx,2021-04-29,22,MIT License,Python
nhsx,2021-04-30,23,MIT License,Python
nhsx,2021-05-08,24,MIT License,HTML
nhsx,2021-07-02,25,MIT License,Python
nhsx,2021-07-13,26,MIT License,Python
nhsx,2021-07-19,27,MIT License,HTML
nhsx,2021-07-27,28,MIT License,HTML
nhsx,2021-08-11,29,MIT License,HTML
nhsx,2021-08-12,31,MIT License,Python
nhsx,2021-09-06,32,MIT License,Python
nhsx,2021-09-13,33,MIT License,Python
nhsx,2021-09-16,35,MIT License,Python
nhsx,2021-09-17,36,MIT License,Python
nhsx,2021-09-22,37,MIT License,Python
nhsx,2021-09-27,38,MIT License,Python
nhsx,2021-10-06,39,MIT License,Python
nhsx,2021-10-15,40,MIT License,Python
nhsx,2021-10-28,41,MIT License,Python
nhsx,2021-11-09,42,MIT License,Python
nhsx,2021-11-12,43,MIT License,Python
nhsx,2021-11-18,44,MIT License,Python
nhsx,2021-11-24,45,MIT License,Python
nhsx,2021-11-29,46,MIT License,Python
nhsx,2021-12-10,47,MIT License,Python
nhsx,2021-12-16,48,MIT License,Python
nhsx,2022-01-07,49,MIT License,Python
nhsx,2022-01-10,50,MIT License,Python
nhsx,2022-01-13,51,MIT License,Python
nhsx,2022-01-19,52,MIT License,Python
nhsx,2022-02-02,53,MIT License,Python
nhsx,2022-02-16,54,MIT License,Python
nhsx,2022-02-18,55,MIT License,Python
nhsx,2022-03-07,56,MIT License,Python
nhsx,2022-03-10,57,MIT License,HTML
nhsx,2022-03-24,58,MIT License,HTML
nhsx,2022-04-07,59,MIT License,Python
nhsx,2022-04-12,60,MIT License,Python
nhsx,2022-05-27,61,MIT License,Python
nhsx,2022-06-14,62,MIT License,Python
nhsx,2022-06-22,63,MIT License,Python
nhsx,2022-07-04,65,MIT License,Python
nhsx,2022-07-13,66,MIT License,Python
nhsx,2022-07-19,68,MIT License,Python
nhsx,2022-08-17,69,MIT License,Python
nhsx,2022-08-23,70,MIT License,Python
nhsx,2022-08-30,71,MIT License,Python
nhsx,2022-09-01,72,MIT License,Python
nhsx,2022-09-26,76,MIT License,Python
nhsx,2022-10-13,77,MIT License,Python
nhsx,2022-10-27,78,MIT License,Python
nhsx,2022-11-22,79,MIT License,Python
nhsx,2022-11-23,80,MIT License,Python
nhsx,2022-11-29,81,MIT License,Python
nhsx,2022-12-05,82,MIT License,Python
nhsx,2022-12-21,83,MIT License,Python
nhsx,2022-12-28,84,MIT License,Python
nhsx,2023-01-16,85,MIT License,Python
nhsx,2023-01-17,86,MIT License,Python
nhsx,2023-01-31,87,MIT License,Python
nhsx,2023-02-17,89,MIT License,Python
nhsx,2023-03-10,90,MIT License,Python
nhsx,2023-05-06,90,MIT License,Python
111Online,2018-06-26,2,Apache License 2.0,HTML
111Online,2019-09-03,4,Apache License 2.0,C#
111Online,2019-09-17,6,Apache License 2.0,C#
111Online,2019-09-30,7,Apache License 2.0,C#
111Online,2019-10-01,8,Apache License 2.0,C#
111Online,2019-10-04,9,Apache License 2.0,C#
111Online,2019-11-11,10,Apache License 2.0,C#
111Online,2019-11-29,11,Apache License 2.0,C#
111Online,2020-03-27,12,Apache License 2.0,C#
111Online,2020-12-10,13,Apache License 2.0,C#
111Online,2023-05-06,13,Apache License 2.0,C#
nhsengland,2014-09-09,3,GNU Affero General Public License v3.0,Python
nhsengland,2014-11-03,4,GNU Affero General Public License v3.0,Python
nhsengland,2015-02-24,5,GNU Affero General Public License v3.0,Python
nhsengland,2016-03-23,6,GNU Affero General Public License v3.0,Python
nhsengland,2016-04-25,7,MIT License,Python
nhsengland,2016-09-02,8,MIT License,Python
nhsengland,2017-03-29,10,MIT License,Python
nhsengland,2017-10-04,11,MIT License,Python
nhsengland,2017-10-24,12,MIT License,Python
nhsengland,2018-09-28,13,MIT License,Python
nhsengland,2018-10-02,14,MIT License,Python
nhsengland,2019-05-17,15,MIT License,Python
nhsengland,2019-11-07,16,MIT License,Python
nhsengland,2020-02-04,19,MIT License,Python
nhsengland,2020-06-02,20,MIT License,Python
nhsengland,2020-08-03,21,MIT License,Python
nhsengland,2020-12-04,22,MIT License,Python
nhsengland,2021-02-04,23,MIT License,Python
nhsengland,2021-03-18,24,MIT License,Python
nhsengland,2021-04-08,26,MIT License,Python
nhsengland,2021-07-27,27,MIT License,Python
nhsengland,2021-08-10,29,MIT License,Python
nhsengland,2021-09-20,30,MIT License,Python
nhsengland,2021-09-29,31,MIT License,Python
nhsengland,2021-12-16,32,MIT License,Python
nhsengland,2022-05-19,33,MIT License,Python
nhsengland,2022-06-14,34,MIT License,Python
nhsengland,2022-08-31,35,MIT License,Python
nhsengland,2022-10-10,36,MIT License,Python
nhsengland,2023-01-17,37,MIT License,Python
nhsengland,2023-03-31,38,MIT License,Python
nhsengland,2023-04-04,39,MIT License,Python
nhsengland,2023-04-26,40,MIT License,Python
nhsengland,2023-04-28,41,MIT License,Python
nhsengland,2023-05-06,41,MIT License,Python
nhs-pycom,2020-12-13,1,MIT License,HTML
nhs-pycom,2022-01-19,3,MIT License,Python
nhs-pycom,2022-05-15,4,MIT License,Python
nhs-pycom,2022-07-28,5,MIT License,Python
nhs-pycom,2022-07-29,6,MIT License,Python
nhs-pycom,2022-08-03,8,MIT License,Python
nhs-pycom,2022-08-05,9,MIT License,Python
nhs-pycom,2022-08-25,10,MIT License,Python
nhs-pycom,2022-09-02,11,MIT License,Python
nhs-pycom,2023-05-06,11,MIT License,Python
nhs-bnssg-analytics,2019-10-30,1,MIT License,R
nhs-bnssg-analytics,2019-10-31,2,GNU General Public License v3.0,R
nhs-bnssg-analytics,2019-12-16,4,GNU General Public License v3.0,R
nhs-bnssg-analytics,2020-03-20,5,GNU General Public License v3.0,R
nhs-bnssg-analytics,2020-03-26,6,GNU General Public License v3.0,R
nhs-bnssg-analytics,2020-04-02,7,GNU General Public License v3.0,R
nhs-bnssg-analytics,2020-07-24,8,GNU General Public License v3.0,R
nhs-bnssg-analytics,2020-07-27,9,GNU General Public License v3.0,R
nhs-bnssg-analytics,2020-08-15,10,GNU General Public License v3.0,R
nhs-bnssg-analytics,2020-08-20,11,GNU General Public License v3.0,R
nhs-bnssg-analytics,2020-11-20,12,GNU General Public License v3.0,R
nhs-bnssg-analytics,2021-03-22,13,GNU General Public License v3.0,R
nhs-bnssg-analytics,2021-05-10,14,GNU General Public License v3.0,R
nhs-bnssg-analytics,2021-06-25,16,GNU General Public License v3.0,R
nhs-bnssg-analytics,2021-10-04,17,GNU General Public License v3.0,R
nhs-bnssg-analytics,2021-10-05,18,GNU General Public License v3.0,R
nhs-bnssg-analytics,2021-10-26,19,GNU General Public License v3.0,R
nhs-bnssg-analytics,2022-04-01,20,GNU General Public License v3.0,R
nhs-bnssg-analytics,2022-06-10,21,GNU General Public License v3.0,R
nhs-bnssg-analytics,2022-10-11,22,GNU General Public License v3.0,R
nhs-bnssg-analytics,2022-11-18,23,GNU General Public License v3.0,R
nhs-bnssg-analytics,2022-11-25,24,GNU General Public License v3.0,R
nhs-bnssg-analytics,2023-03-16,25,GNU General Public License v3.0,R
nhs-bnssg-analytics,2023-05-06,25,GNU General Public License v3.0,R
NHSDigital,2015-07-24,3,MIT License,Ruby
NHSDigital,2015-07-31,6,MIT License,Ruby
NHSDigital,2015-10-05,7,MIT License,Ruby
NHSDigital,2016-01-20,8,MIT License,Ruby
NHSDigital,2019-03-11,9,MIT License,Ruby
NHSDigital,2019-04-23,10,MIT License,Ruby
NHSDigital,2019-05-13,11,MIT License,Ruby
NHSDigital,2019-12-16,12,MIT License,Ruby
NHSDigital,2020-01-09,13,MIT License,Ruby
NHSDigital,2020-01-10,14,MIT License,Ruby
NHSDigital,2020-01-16,15,MIT License,Ruby
NHSDigital,2020-01-22,16,MIT License,Ruby
NHSDigital,2020-02-10,17,MIT License,Ruby
NHSDigital,2020-02-19,18,MIT License,Ruby
NHSDigital,2020-02-26,19,MIT License,Ruby
NHSDigital,2020-02-28,20,MIT License,Ruby
NHSDigital,2020-03-06,22,MIT License,Ruby
NHSDigital,2020-03-10,23,MIT License,Ruby
NHSDigital,2020-03-12,25,MIT License,Ruby
NHSDigital,2020-03-31,28,MIT License,Ruby
NHSDigital,2020-04-01,30,MIT License,Ruby
NHSDigital,2020-04-03,31,MIT License,Ruby
NHSDigital,2020-04-24,32,MIT License,Ruby
NHSDigital,2020-04-27,34,MIT License,Ruby
NHSDigital,2020-05-07,35,MIT License,Ruby
NHSDigital,2020-05-12,36,MIT License,Ruby
NHSDigital,2020-05-15,37,MIT License,Ruby
NHSDigital,2020-05-21,38,MIT License,Ruby
NHSDigital,2020-05-28,39,MIT License,Ruby
NHSDigital,2020-05-29,40,MIT License,Ruby
NHSDigital,2020-06-02,41,MIT License,Ruby
NHSDigital,2020-06-03,42,MIT License,Ruby
NHSDigital,2020-06-05,44,MIT License,Ruby
NHSDigital,2020-06-10,45,MIT License,Ruby
NHSDigital,2020-06-15,46,MIT License,Ruby
NHSDigital,2020-06-19,47,MIT License,Ruby
NHSDigital,2020-06-30,48,MIT License,Ruby
NHSDigital,2020-07-03,49,MIT License,Ruby
NHSDigital,2020-07-17,50,MIT License,Ruby
NHSDigital,2020-07-23,51,MIT License,Ruby
NHSDigital,2020-08-10,52,MIT License,Ruby
NHSDigital,2020-08-13,53,MIT License,Python
NHSDigital,2020-08-17,55,MIT License,Python
NHSDigital,2020-08-18,56,MIT License,Python
NHSDigital,2020-08-20,57,MIT License,Python
NHSDigital,2020-08-21,58,MIT License,Python
NHSDigital,2020-09-30,59,MIT License,Python
NHSDigital,2020-10-08,60,MIT License,Python
NHSDigital,2020-10-16,61,MIT License,Python
NHSDigital,2020-10-20,62,MIT License,Python
NHSDigital,2020-10-22,63,MIT License,Python
NHSDigital,2020-10-26,64,MIT License,Python
NHSDigital,2020-11-25,66,MIT License,Python
NHSDigital,2020-11-28,67,MIT License,Python
NHSDigital,2020-12-08,68,MIT License,Python
NHSDigital,2020-12-10,69,MIT License,Python
NHSDigital,2020-12-14,70,MIT License,Python
NHSDigital,2020-12-16,71,MIT License,Python
NHSDigital,2021-01-18,72,MIT License,Python
NHSDigital,2021-01-19,73,MIT License,Python
NHSDigital,2021-01-28,74,MIT License,Python
NHSDigital,2021-03-02,75,MIT License,Python
NHSDigital,2021-03-08,76,MIT License,Python
NHSDigital,2021-03-17,77,MIT License,Python
NHSDigital,2021-04-23,78,MIT License,Python
NHSDigital,2021-05-04,79,MIT License,Python
NHSDigital,2021-05-07,80,MIT License,Python
NHSDigital,2021-05-28,81,MIT License,Python
NHSDigital,2021-06-11,82,MIT License,Python
NHSDigital,2021-06-14,83,MIT License,Python
NHSDigital,2021-07-09,84,MIT License,Python
NHSDigital,2021-07-22,85,MIT License,Python
NHSDigital,2021-08-02,86,MIT License,Python
NHSDigital,2021-08-03,87,MIT License,Python
NHSDigital,2021-08-17,88,MIT License,Python
NHSDigital,2021-09-02,89,MIT License,Python
NHSDigital,2021-09-08,90,MIT License,Python
NHSDigital,2021-09-16,91,MIT License,Python
NHSDigital,2021-09-22,92,MIT License,Python
NHSDigital,2021-09-26,93,MIT License,Python
NHSDigital,2021-10-04,94,MIT License,Python
NHSDigital,2021-10-07,95,MIT License,Python
NHSDigital,2021-10-14,96,MIT License,Python
NHSDigital,2021-10-18,97,MIT License,Python
NHSDigital,2021-10-25,99,MIT License,Python
NHSDigital,2021-10-26,100,MIT License,Python
NHSDigital,2021-10-29,101,MIT License,Python
NHSDigital,2021-11-10,102,MIT License,Python
NHSDigital,2021-12-02,103,MIT License,Python
NHSDigital,2021-12-08,105,MIT License,Python
NHSDigital,2021-12-16,106,MIT License,Python
NHSDigital,2022-01-10,107,MIT License,Python
NHSDigital,2022-01-17,108,MIT License,Python
NHSDigital,2022-01-26,110,MIT License,Python
NHSDigital,2022-02-02,111,MIT License,Python
NHSDigital,2022-02-22,112,MIT License,Python
NHSDigital,2022-02-25,113,MIT License,Python
NHSDigital,2022-03-15,114,MIT License,Python
NHSDigital,2022-03-24,115,MIT License,Python
NHSDigital,2022-03-25,116,MIT License,Python
NHSDigital,2022-04-04,117,MIT License,Python
NHSDigital,2022-04-26,118,MIT License,Python
NHSDigital,2022-05-03,119,MIT License,Python
NHSDigital,2022-05-18,120,MIT License,Python
NHSDigital,2022-05-20,121,MIT License,Python
NHSDigital,2022-05-30,122,MIT License,Python
NHSDigital,2022-06-22,123,MIT License,Python
NHSDigital,2022-06-29,124,MIT License,Python
NHSDigital,2022-07-06,125,MIT License,Python
NHSDigital,2022-07-11,127,Other,Python
NHSDigital,2022-07-14,128,Other,Python
NHSDigital,2022-07-21,129,Other,Python
NHSDigital,2022-07-26,130,Other,Python
NHSDigital,2022-07-29,131,Other,Python
NHSDigital,2022-08-11,132,MIT License,Python
NHSDigital,2022-08-26,133,MIT License,Python
NHSDigital,2022-09-09,134,MIT License,Python
NHSDigital,2022-09-16,135,MIT License,Python
NHSDigital,2022-09-20,136,MIT License,Python
NHSDigital,2022-09-28,137,MIT License,Python
NHSDigital,2022-10-04,138,MIT License,Python
NHSDigital,2022-10-07,139,MIT License,Python
NHSDigital,2022-10-12,140,MIT License,Python
NHSDigital,2022-10-13,141,MIT License,Python
NHSDigital,2022-10-16,142,MIT License,Python
NHSDigital,2022-10-20,143,MIT License,Python
NHSDigital,2022-10-21,144,MIT License,Python
NHSDigital,2022-10-23,145,MIT License,Python
NHSDigital,2022-10-31,146,MIT License,Python
NHSDigital,2022-11-02,147,MIT License,Python
NHSDigital,2022-11-03,148,MIT License,Python
NHSDigital,2022-11-07,149,MIT License,Python
NHSDigital,2022-11-09,150,MIT License,Python
